Species	GO_term	GO_description	Count
MortAD185_MRE_genomic	GO:0003729	mRNA binding	1
MortAD185_MRE_genomic	GO:0006376	mRNA splice site selection	1
MortAD185_MRE_genomic	GO:0005685	U1 snRNP	1
MortAD185_MRE_genomic	GO:0004810	tRNA adenylyltransferase activity	1
MortAD185_MRE_genomic	GO:0004525	ribonuclease III activity	1
MortAD185_MRE_genomic	GO:0004127	cytidylate kinase activity	1
MortAD185_MRE_genomic	GO:0006139	nucleobase-containing compound metabolic process	1
MortAD185_MRE_genomic	GO:0046983	protein dimerization activity	1
MortAD185_MRE_genomic	GO:0005200	structural constituent of cytoskeleton	1
MortAD185_MRE_genomic	GO:0030474	spindle pole body duplication	1
MortAD185_MRE_genomic	GO:0005823	central plaque of spindle pole body	1
MortAD185_MRE_genomic	GO:0035556	intracellular signal transduction	1
MortAD185_MRE_genomic	GO:0019033	viral tegument	1
MortAD185_MRE_genomic	GO:0006353	DNA-templated transcription termination	1
MortAD185_MRE_genomic	GO:0048870	cell motility	1
MortAD185_MRE_genomic	GO:0031514	motile cilium	1
MortAD185_MRE_genomic	GO:0003905	alkylbase DNA N-glycosylase activity	1
MortAD185_MRE_genomic	GO:0019867	outer membrane	1
MortAD185_MRE_genomic	GO:0005887	integral component of plasma membrane	1
MortAD185_MRE_genomic	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
MortAD185_MRE_genomic	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
MortAD185_MRE_genomic	GO:0017038	protein import	1
MortAD185_MRE_genomic	GO:0042626	ATPase-coupled transmembrane transporter activity	1
MortAD185_MRE_genomic	GO:0003916	DNA topoisomerase activity	1
MortAD185_MRE_genomic	GO:0000774	adenyl-nucleotide exchange factor activity	1
MortAD185_MRE_genomic	GO:0042803	protein homodimerization activity	1
MortAD185_MRE_genomic	GO:0051087	chaperone binding	1
MortAD185_MRE_genomic	GO:0015031	protein transport	1
Mycoplasmataceae_CE_OT135_prot	GO:0004176	ATP-dependent peptidase activity	4
Mycoplasmataceae_CE_OT135_prot	GO:0004252	serine-type endopeptidase activity	4
Mycoplasmataceae_CE_OT135_prot	GO:0006508	proteolysis	7
Mycoplasmataceae_CE_OT135_prot	GO:0003677	DNA binding	58
Mycoplasmataceae_CE_OT135_prot	GO:0003700	DNA-binding transcription factor activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0016987	sigma factor activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0006352	DNA-templated transcription initiation	2
Mycoplasmataceae_CE_OT135_prot	GO:0006355	regulation of transcription DNA-templated	6
Mycoplasmataceae_CE_OT135_prot	GO:0003684	damaged DNA binding	2
Mycoplasmataceae_CE_OT135_prot	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0008270	zinc ion binding	3
Mycoplasmataceae_CE_OT135_prot	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	2
Mycoplasmataceae_CE_OT135_prot	GO:0006284	base-excision repair	3
Mycoplasmataceae_CE_OT135_prot	GO:0004045	aminoacyl-tRNA hydrolase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0003916	DNA topoisomerase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0006265	DNA topological change	4
Mycoplasmataceae_CE_OT135_prot	GO:0004797	thymidine kinase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0005524	ATP binding	48
Mycoplasmataceae_CE_OT135_prot	GO:0006310	DNA recombination	11
Mycoplasmataceae_CE_OT135_prot	GO:0015074	DNA integration	11
Mycoplasmataceae_CE_OT135_prot	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0004672	protein kinase activity	13
Mycoplasmataceae_CE_OT135_prot	GO:0006468	protein phosphorylation	13
Mycoplasmataceae_CE_OT135_prot	GO:0006304	DNA modification	4
Mycoplasmataceae_CE_OT135_prot	GO:0008170	N-methyltransferase activity	5
Mycoplasmataceae_CE_OT135_prot	GO:0006306	DNA methylation	5
Mycoplasmataceae_CE_OT135_prot	GO:0016020	membrane	10
Mycoplasmataceae_CE_OT135_prot	GO:0016021	integral component of membrane	9
Mycoplasmataceae_CE_OT135_prot	GO:0005887	integral component of plasma membrane	3
Mycoplasmataceae_CE_OT135_prot	GO:0047429	nucleoside-triphosphate diphosphatase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0009143	nucleoside triphosphate catabolic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0015297	antiporter activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0042910	xenobiotic transmembrane transporter activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0055085	transmembrane transport	1
Mycoplasmataceae_CE_OT135_prot	GO:0006955	immune response	1
Mycoplasmataceae_CE_OT135_prot	GO:0051249	regulation of lymphocyte activation	1
Mycoplasmataceae_CE_OT135_prot	GO:0009405	pathogenesis	1
Mycoplasmataceae_CE_OT135_prot	GO:0009263	deoxyribonucleotide biosynthetic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0000166	nucleotide binding	17
Mycoplasmataceae_CE_OT135_prot	GO:0004812	aminoacyl-tRNA ligase activity	13
Mycoplasmataceae_CE_OT135_prot	GO:0006418	tRNA aminoacylation for protein translation	12
Mycoplasmataceae_CE_OT135_prot	GO:0004222	metalloendopeptidase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0003723	RNA binding	10
Mycoplasmataceae_CE_OT135_prot	GO:0016887	ATPase activity	10
Mycoplasmataceae_CE_OT135_prot	GO:0006415	translational termination	2
Mycoplasmataceae_CE_OT135_prot	GO:0003735	structural constituent of ribosome	38
Mycoplasmataceae_CE_OT135_prot	GO:0006412	translation	38
Mycoplasmataceae_CE_OT135_prot	GO:0005840	ribosome	37
Mycoplasmataceae_CE_OT135_prot	GO:0009982	pseudouridine synthase activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0001522	pseudouridine synthesis	3
Mycoplasmataceae_CE_OT135_prot	GO:0009451	RNA modification	3
Mycoplasmataceae_CE_OT135_prot	GO:0008408	3'-5' exonuclease activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0006260	DNA replication	4
Mycoplasmataceae_CE_OT135_prot	GO:0006364	rRNA processing	3
Mycoplasmataceae_CE_OT135_prot	GO:0003924	GTPase activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0005525	GTP binding	4
Mycoplasmataceae_CE_OT135_prot	GO:0004197	cysteine-type endopeptidase activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0071586	CAAX-box protein processing	3
Mycoplasmataceae_CE_OT135_prot	GO:0051287	NAD binding	2
Mycoplasmataceae_CE_OT135_prot	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
Mycoplasmataceae_CE_OT135_prot	GO:0008771	[citrate (pro-3S)-lyase] ligase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0004826	phenylalanine-tRNA ligase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0009058	biosynthetic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0032784	regulation of DNA-templated transcription elongation	1
Mycoplasmataceae_CE_OT135_prot	GO:0008455	alpha-16-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0009312	oligosaccharide biosynthetic process	2
Mycoplasmataceae_CE_OT135_prot	GO:0005795	Golgi stack	2
Mycoplasmataceae_CE_OT135_prot	GO:0003747	translation release factor activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0004127	cytidylate kinase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0006139	nucleobase-containing compound metabolic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0004813	alanine-tRNA ligase activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0006419	alanyl-tRNA aminoacylation	3
Mycoplasmataceae_CE_OT135_prot	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	4
Mycoplasmataceae_CE_OT135_prot	GO:0006351	transcription DNA-templated	5
Mycoplasmataceae_CE_OT135_prot	GO:0043039	tRNA aminoacylation	1
Mycoplasmataceae_CE_OT135_prot	GO:0000287	magnesium ion binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0004427	inorganic diphosphatase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0006796	phosphate-containing compound metabolic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0005737	cytoplasm	1
Mycoplasmataceae_CE_OT135_prot	GO:0003905	alkylbase DNA N-glycosylase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0008234	cysteine-type peptidase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0007094	mitotic spindle assembly checkpoint	1
Mycoplasmataceae_CE_OT135_prot	GO:0004146	dihydrofolate reductase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0046654	tetrahydrofolate biosynthetic process	2
Mycoplasmataceae_CE_OT135_prot	GO:0055114	oxidation-reduction process	6
Mycoplasmataceae_CE_OT135_prot	GO:0006606	protein import into nucleus	3
Mycoplasmataceae_CE_OT135_prot	GO:0016491	oxidoreductase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0003911	DNA ligase (NAD+) activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0005634	nucleus	1
Mycoplasmataceae_CE_OT135_prot	GO:0043752	adenosylcobinamide kinase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0009236	cobalamin biosynthetic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0051188	cofactor biosynthetic process	1
Mycoplasmataceae_CE_OT135_prot	GO:0003887	DNA-directed DNA polymerase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0015934	large ribosomal subunit	1
Mycoplasmataceae_CE_OT135_prot	GO:0008168	methyltransferase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0016874	ligase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0005515	protein binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0042254	ribosome biogenesis	1
Mycoplasmataceae_CE_OT135_prot	GO:0016788	hydrolase activity acting on ester bonds	1
Mycoplasmataceae_CE_OT135_prot	GO:0016787	hydrolase activity	3
Mycoplasmataceae_CE_OT135_prot	GO:0019843	rRNA binding	3
Mycoplasmataceae_CE_OT135_prot	GO:0006886	intracellular protein transport	1
Mycoplasmataceae_CE_OT135_prot	GO:0005801	cis-Golgi network	1
Mycoplasmataceae_CE_OT135_prot	GO:0017038	protein import	1
Mycoplasmataceae_CE_OT135_prot	GO:0005506	iron ion binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0051536	iron-sulfur cluster binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0016226	iron-sulfur cluster assembly	1
Mycoplasmataceae_CE_OT135_prot	GO:0003676	nucleic acid binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0004784	superoxide dismutase activity	2
Mycoplasmataceae_CE_OT135_prot	GO:0046872	metal ion binding	2
Mycoplasmataceae_CE_OT135_prot	GO:0006801	superoxide metabolic process	2
Mycoplasmataceae_CE_OT135_prot	GO:0016301	kinase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0004814	arginine-tRNA ligase activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0006420	arginyl-tRNA aminoacylation	1
Mycoplasmataceae_CE_OT135_prot	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
Mycoplasmataceae_CE_OT135_prot	GO:0003743	translation initiation factor activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0006413	translational initiation	1
Mycoplasmataceae_CE_OT135_prot	GO:0003713	transcription coactivator activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0005375	copper ion transmembrane transporter activity	1
Mycoplasmataceae_CE_OT135_prot	GO:0035434	copper ion transmembrane transport	1
Mycoplasmataceae_CE_OT135_prot	GO:0003697	single-stranded DNA binding	1
Mycoplasmataceae_CE_OT135_prot	GO:0006281	DNA repair	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003684	damaged DNA binding	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0008270	zinc ion binding	3
Mycoplasmataceae_RC_NB112A_prot	GO:0016799	hydrolase activity hydrolyzing N-glycosyl compounds	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006289	nucleotide-excision repair	1
Mycoplasmataceae_RC_NB112A_prot	GO:0005524	ATP binding	56
Mycoplasmataceae_RC_NB112A_prot	GO:0016887	ATPase activity	9
Mycoplasmataceae_RC_NB112A_prot	GO:0004176	ATP-dependent peptidase activity	3
Mycoplasmataceae_RC_NB112A_prot	GO:0004252	serine-type endopeptidase activity	3
Mycoplasmataceae_RC_NB112A_prot	GO:0006508	proteolysis	5
Mycoplasmataceae_RC_NB112A_prot	GO:0003735	structural constituent of ribosome	51
Mycoplasmataceae_RC_NB112A_prot	GO:0006412	translation	50
Mycoplasmataceae_RC_NB112A_prot	GO:0005840	ribosome	48
Mycoplasmataceae_RC_NB112A_prot	GO:0045227	capsule polysaccharide biosynthetic process	1
Mycoplasmataceae_RC_NB112A_prot	GO:0016020	membrane	6
Mycoplasmataceae_RC_NB112A_prot	GO:0004672	protein kinase activity	7
Mycoplasmataceae_RC_NB112A_prot	GO:0006468	protein phosphorylation	7
Mycoplasmataceae_RC_NB112A_prot	GO:0003677	DNA binding	44
Mycoplasmataceae_RC_NB112A_prot	GO:0008170	N-methyltransferase activity	7
Mycoplasmataceae_RC_NB112A_prot	GO:0006306	DNA methylation	7
Mycoplasmataceae_RC_NB112A_prot	GO:0005525	GTP binding	10
Mycoplasmataceae_RC_NB112A_prot	GO:0016788	hydrolase activity acting on ester bonds	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003723	RNA binding	13
Mycoplasmataceae_RC_NB112A_prot	GO:0009982	pseudouridine synthase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0001522	pseudouridine synthesis	2
Mycoplasmataceae_RC_NB112A_prot	GO:0009451	RNA modification	2
Mycoplasmataceae_RC_NB112A_prot	GO:0003678	DNA helicase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0000723	telomere maintenance	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006281	DNA repair	4
Mycoplasmataceae_RC_NB112A_prot	GO:0032784	regulation of DNA-templated transcription elongation	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004045	aminoacyl-tRNA hydrolase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0005261	cation channel activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0019076	viral release from host cell	1
Mycoplasmataceae_RC_NB112A_prot	GO:0032801	receptor catabolic process	1
Mycoplasmataceae_RC_NB112A_prot	GO:0033644	host cell membrane	1
Mycoplasmataceae_RC_NB112A_prot	GO:0005743	mitochondrial inner membrane	1
Mycoplasmataceae_RC_NB112A_prot	GO:0005747	mitochondrial respiratory chain complex I	1
Mycoplasmataceae_RC_NB112A_prot	GO:0000166	nucleotide binding	22
Mycoplasmataceae_RC_NB112A_prot	GO:0004812	aminoacyl-tRNA ligase activity	24
Mycoplasmataceae_RC_NB112A_prot	GO:0006418	tRNA aminoacylation for protein translation	21
Mycoplasmataceae_RC_NB112A_prot	GO:0045454	cell redox homeostasis	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003697	single-stranded DNA binding	2
Mycoplasmataceae_RC_NB112A_prot	GO:0008173	RNA methyltransferase activity	4
Mycoplasmataceae_RC_NB112A_prot	GO:0006396	RNA processing	6
Mycoplasmataceae_RC_NB112A_prot	GO:0004222	metalloendopeptidase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004797	thymidine kinase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0003824	catalytic activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0000049	tRNA binding	6
Mycoplasmataceae_RC_NB112A_prot	GO:0043039	tRNA aminoacylation	3
Mycoplasmataceae_RC_NB112A_prot	GO:0016787	hydrolase activity	3
Mycoplasmataceae_RC_NB112A_prot	GO:0003676	nucleic acid binding	4
Mycoplasmataceae_RC_NB112A_prot	GO:0016021	integral component of membrane	3
Mycoplasmataceae_RC_NB112A_prot	GO:0004519	endonuclease activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0046872	metal ion binding	3
Mycoplasmataceae_RC_NB112A_prot	GO:0043571	maintenance of CRISPR repeat elements	1
Mycoplasmataceae_RC_NB112A_prot	GO:0051607	defense response to virus	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004525	ribonuclease III activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0015031	protein transport	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004803	transposase activity	5
Mycoplasmataceae_RC_NB112A_prot	GO:0006313	transposition DNA-mediated	5
Mycoplasmataceae_RC_NB112A_prot	GO:0003905	alkylbase DNA N-glycosylase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006284	base-excision repair	1
Mycoplasmataceae_RC_NB112A_prot	GO:0008408	3'-5' exonuclease activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006260	DNA replication	5
Mycoplasmataceae_RC_NB112A_prot	GO:0098519	nucleotide phosphatase activity acting on free nucleotides	4
Mycoplasmataceae_RC_NB112A_prot	GO:0042157	lipoprotein metabolic process	4
Mycoplasmataceae_RC_NB112A_prot	GO:0005576	extracellular region	4
Mycoplasmataceae_RC_NB112A_prot	GO:0003924	GTPase activity	7
Mycoplasmataceae_RC_NB112A_prot	GO:0005515	protein binding	6
Mycoplasmataceae_RC_NB112A_prot	GO:0006457	protein folding	3
Mycoplasmataceae_RC_NB112A_prot	GO:0009405	pathogenesis	1
Mycoplasmataceae_RC_NB112A_prot	GO:0048544	recognition of pollen	1
Mycoplasmataceae_RC_NB112A_prot	GO:0016874	ligase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0000774	adenyl-nucleotide exchange factor activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0042803	protein homodimerization activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0051087	chaperone binding	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004146	dihydrofolate reductase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0046654	tetrahydrofolate biosynthetic process	1
Mycoplasmataceae_RC_NB112A_prot	GO:0055114	oxidation-reduction process	6
Mycoplasmataceae_RC_NB112A_prot	GO:0003700	DNA-binding transcription factor activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006352	DNA-templated transcription initiation	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006355	regulation of transcription DNA-templated	2
Mycoplasmataceae_RC_NB112A_prot	GO:0046740	transport of virus in host cell to cell	1
Mycoplasmataceae_RC_NB112A_prot	GO:0042254	ribosome biogenesis	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004826	phenylalanine-tRNA ligase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0016301	kinase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0035091	phosphatidylinositol binding	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003896	DNA primase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003918	DNA topoisomerase type II (double strand cut ATP-hydrolyzing) activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006265	DNA topological change	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004814	arginine-tRNA ligase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006420	arginyl-tRNA aminoacylation	1
Mycoplasmataceae_RC_NB112A_prot	GO:0016491	oxidoreductase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0008168	methyltransferase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0019843	rRNA binding	5
Mycoplasmataceae_RC_NB112A_prot	GO:0015934	large ribosomal subunit	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004526	ribonuclease P activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0008033	tRNA processing	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004784	superoxide dismutase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006801	superoxide metabolic process	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004810	tRNA adenylyltransferase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006367	transcription initiation from RNA polymerase II promoter	2
Mycoplasmataceae_RC_NB112A_prot	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	2
Mycoplasmataceae_RC_NB112A_prot	GO:0005634	nucleus	2
Mycoplasmataceae_RC_NB112A_prot	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	6
Mycoplasmataceae_RC_NB112A_prot	GO:0046983	protein dimerization activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006351	transcription DNA-templated	6
Mycoplasmataceae_RC_NB112A_prot	GO:0009036	type II site-specific deoxyribonuclease activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0009307	DNA restriction-modification system	2
Mycoplasmataceae_RC_NB112A_prot	GO:0000287	magnesium ion binding	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004427	inorganic diphosphatase activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006796	phosphate-containing compound metabolic process	2
Mycoplasmataceae_RC_NB112A_prot	GO:0005737	cytoplasm	2
Mycoplasmataceae_RC_NB112A_prot	GO:0017038	protein import	2
Mycoplasmataceae_RC_NB112A_prot	GO:0004813	alanine-tRNA ligase activity	3
Mycoplasmataceae_RC_NB112A_prot	GO:0006419	alanyl-tRNA aminoacylation	3
Mycoplasmataceae_RC_NB112A_prot	GO:0006304	DNA modification	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006310	DNA recombination	4
Mycoplasmataceae_RC_NB112A_prot	GO:0015074	DNA integration	5
Mycoplasmataceae_RC_NB112A_prot	GO:0008053	mitochondrial fusion	1
Mycoplasmataceae_RC_NB112A_prot	GO:0005741	mitochondrial outer membrane	1
Mycoplasmataceae_RC_NB112A_prot	GO:0002949	tRNA threonylcarbamoyladenosine modification	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003743	translation initiation factor activity	2
Mycoplasmataceae_RC_NB112A_prot	GO:0006413	translational initiation	2
Mycoplasmataceae_RC_NB112A_prot	GO:0071816	tail-anchored membrane protein insertion into ER membrane	1
Mycoplasmataceae_RC_NB112A_prot	GO:0004127	cytidylate kinase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006139	nucleobase-containing compound metabolic process	1
Mycoplasmataceae_RC_NB112A_prot	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	1
Mycoplasmataceae_RC_NB112A_prot	GO:0006415	translational termination	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003911	DNA ligase (NAD+) activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0003916	DNA topoisomerase activity	1
Mycoplasmataceae_RC_NB112A_prot	GO:0016032	viral process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003677	DNA binding	109
Mycoplasmataceae_RV_VA103A_prot	GO:0008170	N-methyltransferase activity	25
Mycoplasmataceae_RV_VA103A_prot	GO:0006306	DNA methylation	25
Mycoplasmataceae_RV_VA103A_prot	GO:0006310	DNA recombination	15
Mycoplasmataceae_RV_VA103A_prot	GO:0015074	DNA integration	17
Mycoplasmataceae_RV_VA103A_prot	GO:0005887	integral component of plasma membrane	3
Mycoplasmataceae_RV_VA103A_prot	GO:0005096	GTPase activator activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0008083	growth factor activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0019867	outer membrane	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004672	protein kinase activity	14
Mycoplasmataceae_RV_VA103A_prot	GO:0006468	protein phosphorylation	14
Mycoplasmataceae_RV_VA103A_prot	GO:0006304	DNA modification	3
Mycoplasmataceae_RV_VA103A_prot	GO:0005525	GTP binding	16
Mycoplasmataceae_RV_VA103A_prot	GO:0008234	cysteine-type peptidase activity	6
Mycoplasmataceae_RV_VA103A_prot	GO:0006508	proteolysis	15
Mycoplasmataceae_RV_VA103A_prot	GO:0005524	ATP binding	71
Mycoplasmataceae_RV_VA103A_prot	GO:0016887	ATPase activity	7
Mycoplasmataceae_RV_VA103A_prot	GO:0006396	RNA processing	3
Mycoplasmataceae_RV_VA103A_prot	GO:0003735	structural constituent of ribosome	39
Mycoplasmataceae_RV_VA103A_prot	GO:0006412	translation	37
Mycoplasmataceae_RV_VA103A_prot	GO:0005840	ribosome	36
Mycoplasmataceae_RV_VA103A_prot	GO:0005509	calcium ion binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0009405	pathogenesis	2
Mycoplasmataceae_RV_VA103A_prot	GO:0005576	extracellular region	2
Mycoplasmataceae_RV_VA103A_prot	GO:0000166	nucleotide binding	22
Mycoplasmataceae_RV_VA103A_prot	GO:0004812	aminoacyl-tRNA ligase activity	19
Mycoplasmataceae_RV_VA103A_prot	GO:0006418	tRNA aminoacylation for protein translation	16
Mycoplasmataceae_RV_VA103A_prot	GO:0003697	single-stranded DNA binding	2
Mycoplasmataceae_RV_VA103A_prot	GO:0006281	DNA repair	3
Mycoplasmataceae_RV_VA103A_prot	GO:0004127	cytidylate kinase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006139	nucleobase-containing compound metabolic process	1
Mycoplasmataceae_RV_VA103A_prot	GO:0000774	adenyl-nucleotide exchange factor activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0042803	protein homodimerization activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0051087	chaperone binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0006457	protein folding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0000049	tRNA binding	3
Mycoplasmataceae_RV_VA103A_prot	GO:0043039	tRNA aminoacylation	3
Mycoplasmataceae_RV_VA103A_prot	GO:0004526	ribonuclease P activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008033	tRNA processing	1
Mycoplasmataceae_RV_VA103A_prot	GO:0003723	RNA binding	9
Mycoplasmataceae_RV_VA103A_prot	GO:0009982	pseudouridine synthase activity	2
Mycoplasmataceae_RV_VA103A_prot	GO:0001522	pseudouridine synthesis	2
Mycoplasmataceae_RV_VA103A_prot	GO:0009451	RNA modification	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004222	metalloendopeptidase activity	4
Mycoplasmataceae_RV_VA103A_prot	GO:0003924	GTPase activity	4
Mycoplasmataceae_RV_VA103A_prot	GO:0005515	protein binding	2
Mycoplasmataceae_RV_VA103A_prot	GO:0004176	ATP-dependent peptidase activity	4
Mycoplasmataceae_RV_VA103A_prot	GO:0004252	serine-type endopeptidase activity	4
Mycoplasmataceae_RV_VA103A_prot	GO:0008168	methyltransferase activity	3
Mycoplasmataceae_RV_VA103A_prot	GO:0019843	rRNA binding	3
Mycoplasmataceae_RV_VA103A_prot	GO:0017137	Rab GTPase binding	1
Mycoplasmataceae_RV_VA103A_prot	GO:0043087	regulation of GTPase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0044161	host cell cytoplasmic vesicle	1
Mycoplasmataceae_RV_VA103A_prot	GO:0030833	regulation of actin filament polymerization	1
Mycoplasmataceae_RV_VA103A_prot	GO:0034314	Arp2/3 complex-mediated actin nucleation	1
Mycoplasmataceae_RV_VA103A_prot	GO:0005856	cytoskeleton	1
Mycoplasmataceae_RV_VA103A_prot	GO:0005885	Arp2/3 protein complex	1
Mycoplasmataceae_RV_VA103A_prot	GO:0008270	zinc ion binding	4
Mycoplasmataceae_RV_VA103A_prot	GO:0003678	DNA helicase activity	1
Mycoplasmataceae_RV_VA103A_prot	GO:0000723	telomere maintenance	1
